id,year,volume,issue,article_number,editor_era,is_editorial,title,authors,category,cluster_haiku_summary,summary_haiku,methodology_primary,methodology_secondary,unit_of_analysis_primary,unit_of_analysis_secondary,pedagogy_primary,pedagogy_secondary,technology_primary,technology_secondary,theory_primary,theory_secondary,ai_llm_involvement_primary,ai_llm_involvement_secondary,evidence_span,coding_confidence,extends_methodology,extends_pedagogy,extends_technology,extends_theory,coding_notes
ijCSCL_9_1_1,2014,9,1,1,stahl_hesse_2006_2015,no,The dialectical potential of Cultural Historical Activity Theory for researching sustainable CSCL practices,Sue Timmis,c,2,"Cultural Historical Activity Theory (CHAT) offers a relational, dialectical framework for understanding sustainable computer-supported collaborative learning (CSCL) in authentic educational settings. This study proposes an integrated CHAT methodology that moves beyond descriptive triangle models to analyze contradictions and tensions across multiple activity levels. Through a five-stage analytical process applied to undergraduate online collaboration, the research demonstrates how CHAT's dialectical method reveals complex interrelations between discourse, actions, and community, explaining why collaborative practices succeed or fail to become institutionalized.",,,,,,,,,,,,,,,,,,,
ijCSCL_9_1_3,2014,9,1,3,stahl_hesse_2006_2015,no,Multi-player epistemic games: Guiding the enactment of classroom knowledge-building communities,Katerine Bielaczyc & John Ow,c,16,"Researchers extended epistemic games—strategic knowledge-building practices—to ""multi-player"" versions where students collectively advance ideas through distributed contributions in Knowledge Forum. Using design-based research in Singapore primary science classrooms, they developed scaffolding tools (Think Cards and hypothetical game-configurations) to help students learn the Progressive-Improvement Game. Analyses showed students improved significantly in generating valid knowledge-building moves, supporting classroom enactment of knowledge-building communities.",,,,,,,,,,,,,,,,,,,
ijCSCL_9_1_4,2014,9,1,4,stahl_hesse_2006_2015,no,Explaining authors’ contribution to pivotal artifacts during mass collaboration in the Wikipedia’s knowledge base,Iassen Halatchliyski & Johannes Moskaliuk & Joachim Kimmerle & Ulrike Cress,c,11,"This empirical study examined how authors' contribution experience relates to their involvement in pivotal Wikipedia articles across two knowledge domains. Using network analysis on German Wikipedia data, researchers identified two types of pivotal articles: those central within single domains and those bridging domains. Results showed domain specialists predominantly contributed to domain-central articles, while generalists contributed to boundary-crossing articles. Article experience positively predicted contributions to both article types regardless of specialization.",,,,,,,,,,,,,,,,,,,
ijCSCL_9_2_1,2014,9,2,1,stahl_hesse_2006_2015,no,PolyCAFe—automatic support for the polyphonic analysis of CSCL chats,Stefan Trausan-Matu & Mihai Dascalu & Traian Rebedea,c,2,"PolyCAFe applies the polyphonic framework—grounded in Bakhtin's dialogism and musical metaphor—to automatically analyze collaborative learning chats. Using Natural Language Processing and Social Network Analysis, the system identifies implicit links between utterances, detects voices and their inter-animations, and generates quantitative metrics for collaboration assessment. Evaluation experiments demonstrate that PolyCAFe significantly reduces tutor feedback preparation time while providing useful insights to learners about their participation.",,,,,,,,,,,,,,,,,,,
ijCSCL_9_2_2,2014,9,2,2,stahl_hesse_2006_2015,no,Disengaged students and dialogic learning: the role of CSCL affordances,Benzi Slakmon & Baruch B. Schwarz,c,2,"This study examines how three disengaged eighth-grade students gradually adopted dialogic norms through participation in computer-supported collaborative learning (CSCL) discussions using the Argunaut tool. Through temporal analysis of philosophical discussions, the research demonstrates that peer-mediated exposure to dialogic practices—rather than direct teacher intervention—enabled students to develop multivoicedness and expand their discursive repertoires. CSCL affordances, including delayed responses and reduced prosodic cues, facilitated this transformation.",,,,,,,,,,,,,,,,,,,
ijCSCL_9_2_3,2014,9,2,3,stahl_hesse_2006_2015,no,Attending to others’ posts in asynchronous discussions: Learners’ online “listening” and its relationship to speaking,Alyssa Friend Wise & Simone Nicole Hausknecht & Yuting Zhao,c,9,"Students' depth of listening—specifically rereading peers' posts—positively predicts responsiveness and argumentation quality in online discussions, while breadth alone does not. Using clickstream data from 31 undergraduates across six asynchronous discussions, multi-level regressions revealed that revisiting others' posts predicted more responsive comments, and reading (versus scanning) posts predicted richer argumentation. These listening-speaking relationships manifested differently across learner types over time.",,,,,,,,,,,,,,,,,,,
ijCSCL_9_2_4,2014,9,2,4,stahl_hesse_2006_2015,no,Preventing undesirable effects of mutual trust and the development of skepticism in virtual groups by applying the knowledge and information awareness approach,Tanja Engelmann & Richard Kolodziej & Friedrich W. Hesse,c,4,"This experimental study examined whether a knowledge and information awareness (KIA) approach—providing digital concept maps of collaborators' knowledge—mitigates negative effects of mutual trust in virtual groups. Comparing 40 triads (20 with KIA, 20 without), researchers found that high initial trust reduced effectiveness in control groups but not experimental groups, while both conditions showed equal efficiency gains. Additionally, poor collaboration quality increased skepticism in control groups but not experimental groups, suggesting KIA facilitates mutual control independent of trust levels.",,,,,,,,,,,,,,,,,,,
ijCSCL_9_3_1,2014,9,3,1,stahl_hesse_2006_2015,no,The multi-layered nature of small-group learning: Productive interactions in object-oriented collaboration Crina I. Damşa,Crina Damsa,c,16,"# Summary This study examines productive interactions in small-group collaborative learning through a 20-week undergraduate research project. Using qualitative analysis and descriptive statistics, the researcher analyzed five student groups' interactions and emerging knowledge objects (research reports). Findings reveal that productive interactions manifest in two primary patterns: discourse-based interactions fostering shared understanding, and object-oriented interactions involving iterative co-construction. Groups demonstrating shared epistemic agency—deliberate, joint engagement with knowledge materialization—produced higher-quality knowledge objects, suggesting that productive collaboration integrates discursive interaction with tangible object development over time.",,,,,,,,,,,,,,,,,,,
ijCSCL_9_3_2,2014,9,3,2,stahl_hesse_2006_2015,no,How to bring a technical artifact into use: A micro-developmental perspective,Maarten Overdijk & Wouter van Diggelen & Jerry Andriessen & Paul A. Kirschner,b,3,"# Summary This micro-developmental case study examines how a student pair appropriated a digital shared workspace for project planning. Using qualitative analysis of classroom observations, interviews, and interaction protocols, the research reveals that artifact appropriation involves tension between existing classroom practices and new tool affordances. Resistance from the artifact—when it contradicted established planning conventions—triggered reflection and procedural adaptation, while absence of resistance enabled unreflective departures from regular practice. The findings demonstrate that technology use emerges through complex negotiations between learner intentions and designer intentions embedded in artifacts.",,,,,,,,,,,,,,,,,,,
ijCSCL_9_3_3,2014,9,3,3,stahl_hesse_2006_2015,no,An examination of CSCL methodological practices and the influence of theoretical frameworks 2005–2009,Heisawn Jeong & Cindy E. Hmelo-Silver & Yawen Yu,c,14,"This content analysis examined methodological practices in 400 empirical CSCL studies published 2005–2009 across seven leading journals. Researchers coded studies across research designs, settings, data sources, and analysis methods, then examined relationships with theoretical frameworks. Findings revealed descriptive designs dominated (54%), classroom settings predominated (74%), and quantitative analysis was most common (86%), though qualitative and mixed methods were frequent. Cluster analysis identified four distinctive method-theory combinations, demonstrating that theoretical frameworks significantly influenced methodological choices across all dimensions.",,,,,,,,,,,,,,,,,,,
